CODICE,AUTORE,TITOLO,CASA EDITRICE,GENERE/COLLOCAZIONE,LINGUA,ANNO EDIZIONE,;
1577,domenico porzio,incontri e scontri con cristo- volume 2,edizioni ferro,filosofia e religioni,italiano,1972,;
1578,indro montanelli,l'italia del risorgimento,rizzoli,saggio storico,italiano,1984,;
1579,leonardo sciascia,kermesse,sellerio editore,classico,italiano,1982,;
1580,piero gllardo,il tesoro della poesia e della prosa italiana - volume iii,reader's digest,classico,italiano,1963,;
1581,piero gllardo,il tesoro della poesia e della prosa italiana - volume iv,reader's digest,classico,italiano,1963,;
1582,piero gllardo,il tesoro della poesia e della prosa italiana - volume iii,reader's digest,classico,italiano,1963,;
1583,piero gllardo,il tesoro della poesia e della prosa italiana - volume i,reader's digest,classico,italiano,1963,;
1584,piero gllardo,il tesoro della poesia e della prosa italiana - volume v,reader's digest,classico,italiano,1963,;
1585,jacqueline briskin,troppo troppo presto,sperling paparback,romanzo,italiano,1987,;
1586,piero gallardo,il tesoro della poesia e della prosa italiana - volume vi,reader's digest,classico,italiano,1963,;
1587,danielle steel,ritratto di famiglia,sperling paperback,romanzo,italiano,1989,;
1588,otto soglow,la contestazione di sua maesta',mondadori,umoristico e fumetti,italiano,1974,;
1589,giuseppe prezzolini,l'ombra di dio,rusconi,filosofia e religioni,italiano,1984,;
1590,piero angela,la macchina per pensare,garzanti,saggio,italiano,1983,;
1591,helen van slyke,nessun amore e' perduto,sperling & kupfer,romanzo,italiano,1986,;
1592,massimo dini e claudio gatti,schwarzkopf - l'orso del deserto volume 1,rizzoli,biografia,italiano,1991,;
1593,massimo dini e claudio gatti,schwarzkopf - l'orso del deserto volume 2,rizzoli,biografia,italiano,1991,;
1594,d.m. thomas,ararat,sperling & kupfer,romanzo,italiano,1993,;
1595,sydney sheldon,le sabbie del tempo,sperling & kupfer,romanzo,italiano,1988,;
1596,swami prabhupada,la bhagvad-gita cosi' com'e',bhaktivedanta book trust,filosofia e religioni,italiano,1977,;
1597,fleur jaeggy,i beati anni del castigo,adelphi,romanzo,italiano,1989,;
1598,robert fulgum,tutto quello che mi serve sapere l'ho imparato all'asilo,sperling paperback,umoristico e fumetti,italiano,1990,;
1599,san paolo a cura di guido malacorda,inno all'amore e pensieri,fussi editore,filosofia e religioni,italiano,1949,;
1600,ken follett,la cruna dll'ago,mondadori,giallo/thriller,italiano,1979,;
1601,ellery queen,la poltrona n. 30 -holliwood in subuglio - i denti del drago,mondadori,giallo/thriller,italiano,1972,;
1602,marcel proust,dalla parte di swann,mondadori,classico,italiano,1983,;
1603,enciclopedia utet,monografia gelli,editrice torinese,enciclopedia,italiano,1952,;
1604,enciclopedia utet,monografia d'azeglio,editrice torinese,enciclopedia,italiano,1952,;
1605,enciclopedia utet,parini,editrice torinese,enciclopedia,italiano,1952,;
1606,enciclopedia utet,de sanctis,editrice torinese,enciclopedia,italiano,1952,;
1607,enciclopedia utet,firenzuola,editrice torinese,enciclopedia,italiano,1952,;
1608,enciclopedia utet,foscolo,editrice torinese,enciclopedia,italiano,1952,;
1609,enciclopedia utet,cellini,editrice torinese,enciclopedia,italiano,1952,;
1610,enciclopedia utet,dante,editrice torinese,enciclopedia,italiano,1952,;
1611,enciclopedia utet,castiglione,editrice torinese,enciclopedia,italiano,1952,;
1612,enciclopedia utet,poeti minori dell''800,editrice torinese,enciclopedia,italiano,1952,;
1613,enciclopedia utet,teatro del secondo ottocento,editrice torinese,enciclopedia,italiano,1952,;
1614,enciclopedia utet,tommaseo,editrice torinese,enciclopedia,italiano,1952,;
1615,enciclopedia utet,discussioni linguistiche,editrice torinese,enciclopedia,italiano,1952,;
1616,enciclopedia utet,canti dell'eta' romantica,editrice torinese,enciclopedia,italiano,1952,;
1617,enciclopedia utet,giornalismo del '700,editrice torinese,enciclopedia,italiano,1952,;
1618,enciclopedia utet,porta e belli,editrice torinese,enciclopedia,italiano,1952,;
1619,enciclopedia utet,cozzi,editrice torinese,enciclopedia,italiano,1952,;
1620,enciclopedia utet,lorenzo de medici,editrice torinese,enciclopedia,italiano,1952,;
1621,enciclopedia utet,pulci - tomi 1 e 2,editrice torinese,enciclopedia,italiano,1952,;
1622,enciclopedia utet,boccaccio,editrice torinese,enciclopedia,italiano,1952,;
1623,enciclopedia utet,caro,editrice torinese,enciclopedia,italiano,1952,;
1624,enciclopedia utet,chiabrera,editrice torinese,enciclopedia,italiano,1952,;
1625,enciclopedia utet,bruno e campanella,editrice torinese,enciclopedia,italiano,1952,;
1626,enciclopedia utet,goldoni tomi 1 e 2,editrice torinese,enciclopedia,italiano,1952,;
1627,enciclopedia utet,volgarizzamenti del '200 e del '300,editrice torinese,enciclopedia,italiano,1952,;
1628,enciclopedia utet,vico,editrice torinese,enciclopedia,italiano,1952,;
1629,enciclopedia utet,guerrazzi e dini,editrice torinese,enciclopedia,italiano,1952,;
1630,enciclopedia utet,settembrini,editrice torinese,enciclopedia,italiano,1952,;
1631,enciclopedia utet,tommaseo ii tomo,editrice torinese,enciclopedia,italiano,1952,;
1632,enciclopedia utet,sannazzaro,editrice torinese,enciclopedia,italiano,1952,;
1633,enciclopedia utet,lettera del '500,editrice torinese,enciclopedia,italiano,1952,;
1634,enciclopedia utet,alfieri,editrice torinese,enciclopedia,italiano,1952,;
1635,enciclopedia utet,lirici del '200,editrice torinese,enciclopedia,italiano,1952,;
1636,enciclopedia utet,marino,editrice torinese,enciclopedia,italiano,1952,;
1637,enciclopedia utet,tasso,editrice torinese,enciclopedia,italiano,1952,;
1638,enciclopedia utet,rimatori del '200 e del '300 tomi 1 e 2,editrice torinese,enciclopedia,italiano,1952,;
1639,enciclopedia utet,manzoni tomo 2,editrice torinese,enciclopedia,italiano,1952,;
1640,enciclopedia utet,gioberti,editrice torinese,enciclopedia,italiano,1952,;
1641,enciclopedia utet,lirici del '500,editrice torinese,enciclopedia,italiano,1952,;
1642,enciclopedia utet,petrarca,editrice torinese,enciclopedia,italiano,1952,;
1643,autori vari,manzoni tomo 1,editrice torinese,enciclopedia,italiano,1952,;
1644,autori vari,manifesti romantici,editrice torinese,enciclopedia,italiano,1952,;
1645,enciclopedia utet,marini,editrice torinese,enciclopedia,italiano,1952,;
1646,enciclopedia utet,bembo,editrice torinese,enciclopedia,italiano,1952,;
1647,enciclopedia utet,pellico,editrice torinese,enciclopedia,italiano,1952,;
1648,enciclopedia utet,novelle del '500 tomi 1 e 2,editrice torinese,enciclopedia,italiano,1952,;
1649,enciclopedia utet,boccaccio tomo 2,editrice torinese,enciclopedia,italiano,1952,;
1650,enciclopedia utet,marinisti,editrice torinese,enciclopedia,italiano,1952,;
1651,enciclopedia utet,giusti,editrice torinese,enciclopedia,italiano,1952,;
1652,autori vari,unione sovietica volume 1 e 2,edizioni cei,enciclopedia,italiano,1973,;
1653,enciclopedia geografica il pianeta,le americhe -(america latina) unico volume - n. 5,edizioni cei,enciclopedia,italiano,1973,;
1654,enciclopedia geografica il pianeta,l'asia e l'oceania volume unico n. 12,edizioni cei,enciclopedia,italiano,1973,;
1655,alfred grosser,hitler: nascita di una dittatura,universale cappelli,biografia,italiano,1962,;
1656,oscar lewis,pedro martinez,mondadori,biografia/letteratura d'inchiesta,italiano,1968,;
1657,loretta goggi,io nascero',edistudio milano,biografia,italiano,2013,;
1658,fariba nawa,la moglie afghana,newton compton,romanzo,italiano,2013,;
1659,jhon vaillant,la tigre,einaudi,fantasy/avventura/fantascienza,italiano,2010,;
1660,sarah bower,i peccati dei borgia,sperling & kupfer,romanzo storico,italiano,2011,;
1661,allan folsom,il giorno dopo domani,longanesi & c,giallo/thriller,italiano,1995,;
1662,james ellroy,ricatto,einaudi,giallo/thriller,italiano,2013,;
1663,gianni biondillo,i materiali del killer,ugo guenda auditori,giallo/thriller,italiano,2011,;
1664,marcello simoni,l'isola dei monaci senza nome,newton compton,giallo/thriller,italiano,2013,;
1665,stephen king,desperation,sperling e kupfer editori,giallo/thriller,italiano,1997,;
1666,cammie mcgover,i segreti di juniper lane,garzanti editori,giallo/thriller,italiano,2010,;
1667,nicholas drayson,colpi di fulmine sotto l' equatore,piemme,romanzo,italiano,2013,;
1668,j.courtney sullivan,come gocce di sale e di vento,garzanti editori,romanzo,italiano,2012,;
1669,alessandro perissinotto,le colpe dei padri,piemme,romanzo,italiano,2013,;
1670,francesco recami,il segreto di angela,sellerio editore,romanzo,italiano,2013,non dispnibile,;
1671,paullina simons,tatiana & alexander,rcs libri,romanzo,italiano,2003,;
1672,mario vargas llosa,la zia julia e lo scribacchino,einaudi,romanzo,italiano,1977,;
1673,eowin ivey,la bambina di neve,einaudi,romanzo,italiano,2011,;
1674,catena fiorello,casca il mondo e casca la terra,rizzoli,romanzo,italiano,2012,;
1675,bernard cornwell,excalibur il tradimento,mondadori,fantasy/avventura/fantascienza,italiano,1997,;
1676,annie jacobsen,area 51: verita' senza censure,piemme,biografia/letteratura d'inchiesta,italiano,2012,;
1677,charlotte link,il peccato dell' angelo,corbaccio,giallo/thriller,italiano,1995,;
1678,jennifer l.armentrout,obsidian,giunti,romanzo,italiano,2011,;
1679,jordi punti,valigie smarrite,mondadori,romanzo,italiano,2009,;
1680,federica bosco,l' amore non fa per me,tascabili newton,romanzo,italiano,2007,;
1681,carmen amoraga,la vita intanto,piemme,romanzo,italiano,2010,;
1682,anthony capella,il profumo del caffe',neri pozza,romanzo,italiano,2012,;
1683,guido conti,il grande fiume po,mondadori,romanzo,italiano,2012,;
1684,kathleen macmahon,l' amore non ha fine,bompiani,romanzo,italiano,2012,;
1685,darien gee,la cucina dei desideri segreti,piemme,romanzo,italiano,2012,;
1686,julia crouch,finche' vita non ci separi,garzanti,romanzo,italiano,2011,;
1687,vikas swarup,apprendista per caso,ugo guenda auditori,romanzo,italiano,2013,;
1688,s.j. watson,non ti addormentare,piemme,romanzo,italiano,2012,;
1689,romain gary,mio caro pitone,neri pozza,romanzo,italiano,2010,;
1690,evangelin himitian,francesco il papa della gente,rizzoli,biografia/letteratura d'inchiesta,italiano,2013,;
1691,karen marie moning,l'ultimo dei templari,leggereeditore,fantasy/avventura/fantascienza,italiano,2012,;
1692,bernard cornwell,il cuore di derfel,longanesi,fantasy/avventura/fantascienza,italiano,2012,;
1693,sephen king,i dodici segni,longanesi,giallo/thriller,italiano,2011,;
1694,patricia cornwell,causa di morte,mondadori,giallo/thriller,italiano,1996,;
1695,romeo guerrini,l'estate nera,newton compton,giallo/thriller,italiano,1997,;
1696,patricia cornwell,punto di origine,mondadori,giallo/thriller,italiano,1999,;
1697,francesco chiesa,tempo di marzo,societa' editrice internazionale,romanzo,italiano,1968,;
1698,maurizio mazzotta,nella magia delle torri,edizione del grifo,romanzo,italiano,1999,;
1699,joseph wambaugh,i segreti di harry bright,rizzoli,giallo/thriller,italiano,1985,;
1700,angelo da brilli,gli stretti sentieri,edizione paoline,romanzo,italiano,1966,;
1701,victor hugo,il 93,bietti,classico,italiano,1960,;
1702,gino schirosi,la casa della speranza,edizione del grifo,romanzo,italiano,1946,;
1703,gianni manzini,ritratto in piedi,mondadori,romanzo,italiano,1971,;
1704,giovanna righini ricci,le scapole dell' angelo,mondadori,narrativa,italiano,1973,;
1705,david grossman,l'uomo che corre,mondadori,romanzo,italiano,1983,;
1706,emanuela nava,la mummia che fuggi dal museo,agora' edizione scolastica,narrativa,italiano,1998,;
1707,alberto denti di pirajno,ippolita,paperbacks lerici,classico,italiano,1996,;
1708,carlo bernari,tre operai,mondadori,romanzo,italiano,1996,;
1709,gilbert cesbron,i santi vanno all' inferno,loganesi& c.,romanzo,italiano,1966,;
1710,l.hale'vi,due americane a longueval,fratelli fabbri editori,romanzo,italiano,1968,;
1711,enrico bister,donna berengaria,adriano salani editore,romanzo,italiano,1932,;
1712,m.c. caro de rosas,la regina vergine,s.a.i.e.,romanzo storico,italiano,1954,;
1713,attilio dughera,lancillotto  perceval e gli altri cavalieri della tavola rotonda,agora' edizione scolastica,bambini e ragazzi,italiano,1999,;
1714,autori vari,primo tempo - storie di adolescenti,agora' edizione scolastica,narrativa,italiano,2004,;
1715,carolyn wells,il marchio di caino,newton compton,giallo/thriller,italiano,1993,;
1716,delly,il mstero di ker-even,adriano salani editore,giallo/thriller,italiano,1993,;
1717,amedeo alexandre dante bovo,antonio di padova una vita di luce,edizione messaggero padova,biografia,italiano,1981,;
1718,giorgio papa'sogli,giuseppe moscati vita di un medico santo,compagnia di gesu',biografia,italiano,1975,;
1719,alfred grosser,hitler: nascita di una dittatura,cappelli editore,biografia/letteratura d'inchiesta,italiano,1959,;
1720,carlo molaschi,il pensiero liberatorio pietro gori,samizdat,biografia/letteratura d'inchiesta,italiano,1999,disponiile,;
1721,arrigo levi,agnelli intervista sul capitalismo moderno,laterza,biografia/letteratura d'inchiesta,italiano,1983,;
1722,marcello marchesi,il meglio del peggio,rizzoli,biografia/letteratura d'inchiesta,italiano,1962,;
1723,giuseppe pecchio,storia dell'economia pubblica in italia,sugarco,saggi e inchieste,italiano,1994,;
1724,nino salveschi,giovanna d'arco - la vergine guerriera,dall'oglio,biografia/letteratura d'inchiesta,italiano,1930,;
1725,arnulf zitelmann,la tredicesima luna di qila,piemme,narrativa,italiano,1998,;
1726,edward atiyah,gli arabi,universale cappelli,saggio storico,italiano,1962,;
1727,claudio elliot,birillo alla scoperta del mondo,il rubino,narrativa,italiano,2006,;
1728,martin caidin,operazione gomorra,mondadori,saggio storico,italiano,1968,;
1729,attilio dughera,il mondo degli dei e degli eroi,apicella,classici per ragazzi,italiano,1999,;
1730,cesare peri,l'oro dell'azteco,le monnier,narrativa,italiano,2005,;
1731,anna baccelliere,storie con le code e con le ali,fasidiluna,narrativa,italiano,2012,;
1732,robert gloton,l'autorita' alla deriva,il puntoemme,saggi e inchieste,italiano,1974,;
1733,jacques wilhelm,a parigi ai tempi del re sole,fabbri editore,saggio storico,italiano,1998,;
1734,luciano aguzzi,scuola studenti e lotta di classe,il puntoemme,saggi e inchieste,italiano,1976,;
1735,gian antonio stella,cosi' i politici italiani,rizzoli,biografia/letteratura d'inchiesta,italiano,2007,;
1736,pietro bruno,futuro anteriore,edizione del leone,classico,italiano,1996,;
1737,fariba nawa,la moglie afghana,newton compton,romanzo,italiano,2012,;
1738,thomas suavet,costruire la chiesa oggi,borla,filosofia e religioni,italiano,1963,;
1739,autori vari,primo tempo,agora' edizione scolastica,narrativa,italiano,2001,;
1740,corrado augias e vito mancuso,disputa su dio e dintorni,mondadori,filosofia e religioni,italiano,2009,;
1741,memy piccinonno,discorrendo di alberto moravia,edizione del grifo,arte e cultura del territorio,italiano,1992,;
1742,duane w. roller,the building program of herod the great,university of california,letteratura in lingua straniera,inglese,1998,;
1743,s. charm,maotse-tung e la cina moderna,mondadori,biografia/letteratura d'inchiesta,italiano,1968,;
1744,georges burdeau,la democrazia,edizione di comunita',saggi e inchieste,italiano,1964,;
1745,victoria donda,il mio nome e' victoria,corbaccio,biografia/letteratura d'inchiesta,italiano,2007,;
1746,riccardo campa,il potere politico nell' america latina,edizione di comunita',saggio,italiano,1968,;
1747,alessandro dumas,napoleone la voce del destino,editoriale lucchi,biografia/letteratura d'inchiesta,italiano,1962,;
1748,fiodor dostojevski,delitto e castigo,bietti,classico,italiano,1959,;
1749,william shakespeare,la tragedia di cimbelino,mondadori,classico,italiano,1962,;
1750,william shakespeare,la tragedia di tito andronico,mondadori,classico,italiano,1965,;
1751,victor hugo,cose viste,mondadori,classico,italiano,1965,;
1752,emilo zola,nana',bietti,classico,italiano,1960,;
1753,a.dumas,robin hood,editoriale grafica,classico,italiano,1966,;
1754,ruiz de alarco'n,il bugiardo,edizione paoline,classico,italiano,1966,;
